title,brand,categories,description,tags,image-link,site-link
Organic Hair Treatment Mask with Rosemary,Peace With The Wild,"['Haircare', 'Hair Treatments & Masks']","Handmade in the UK, our skin and hair care range are 100% organic, natural, vegan and cruelty free. Give your hair the TLC it needs with this beautifully ultra nourishing hair mask that will leave your hair hydrated and silky soft.   When you purchase Peace with the Wild creams in extreme weather fluctuations, please keep in mind that consistency issues can be more prevalent.  Our creams are made of butters and oils and will melt in high temperatures. We will not refund this product for separation, or a change in consistency.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/02/hair-treatment-mask-rosemary-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-hair-treatment-mask-rosemary-peace-with-the-wild/
Pastel Pink Safety Razor with Hessian Bag,Shoreline Shaving,"['Skincare', 'Safety Razors']","An eco-friendly alternative to disposable plastic razors. This stunning Pastel Pink razor is part of Shoreline Coral Collection and is made from stainless steel that fits all double edged blades, this is the perfect way to shave plastic free.","['Vegan', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/06/shoreline-shaving-pastel-pink-razor-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/pastel-pink-safety-razor-with-hessian-bag/
Compostable Dog Poop Bags,FETCH IT,"['For The Home', 'Pets Supplies', 'Poop Bags']",100% Compostable Fetch It dog poop bags are a pet care essential! Fetch It compostable dog bags are an alternative to the traditional fossil-based plastic poo bags. Fetch It poo bags are made with cornstarch and are certified home compostable!,['Sustainable'],https://www.peacewiththewild.co.uk/wp-content/uploads/2019/10/fetch-it-dog-poop-bags-600x600.jpg,https://www.peacewiththewild.co.uk/product/compostable-dog-poop-bags/
Organic Plain Flour,Peace With The Wild - Refill,"['Food & Drink', 'Flour & Baking', 'Flours & Baking']","Doves Farm Organic plain flour is perfect if you love the finer things in life! Cook with plain flour to make vegan cakes, cookies and sauces guilt free. This organic plain flour is ethically and sustainably grown and sourced in the UK! It is also suitable for vegans & vegetarians. Organic plain flour comes in varying sizes and is available in 500g or 1kg options. All our refill food is packaged in recyclable paper bags for sustainable living!","['Organic', 'Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/self-raising-flour-600x600.jpeg,https://www.peacewiththewild.co.uk/product/organic-plain-flour/
Carrot Cake Doggy Cake Mix,Bottled Baking Co,"['For The Home', 'Pets Supplies', 'Dog Treats']","Packed with beta-carotene these high-fibre bakes contribute to your dog’s normal, healthy digestion. A tasty, nutritious treat for your dog. Perfect as a reward when training or just as a quick snack. You’ll have plenty to last; a single bottle packs up to 22 servings! A great activity to bring the family together and give your furry friend the treats they deserve.","['Palm Oil Free', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/10/bottled-baking-carrot-600x594.jpg,https://www.peacewiththewild.co.uk/product/paw-licking-carrot-cake-doggy-baking-co-cake-mix-in-a-bottle/
Early Grey Teacaf Loose Tea,Peace With The Wild - Refill,"['Food & Drink', 'Tea', 'Loose Tea']","Early Grey Teacaf loose tea blend is Tealicious’s caffeine free version of Earl Grey and includes Darjeeling and Ceylon teas for a lightly flavoured refreshing taste. Earl Grey is one of the most recognized flavoured teas in the world. Early Grey Loose Tea Blend is a rich, warming tea is often described as having a strong flavour with a hint of citrus.","['Plastic Free', 'Natural', 'Vegan']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/05/loose-tea-earl-decaff-600x600.jpg,https://www.peacewiththewild.co.uk/product/early-grey-teacaf-loose-tea/
Shampoo & Conditioner Haircare Duo,UpCircle,"['Haircare', 'All Conditioners', 'Conditioner Liquid']","Haircare Duo by Upcircle is the perfect set of highly concentrated haircare. The innovative, highly-concentrated shampoo formula delivers three times the washes of a liquid shampoo! Suitable for all hair types including afros. Conditioner Crème delivers intense nourishment with hair-loving ingredients like coconut oil, bamboo extract and upcycled orange peel wax that protects and seals essential hydration.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/11/Haircare-Duo-Main-Updated-600x600.jpg,https://www.peacewiththewild.co.uk/product/shampoo-conditioner-haircare-duo/
Children’s Beech Wood Toothbrush – Red,Georganics,"['Bathroom', 'Toothbrushes', 'Kids Toothbrushes']","Georganics beech wood toothbrush with BPA free Nylon-6 soft bristles for children. The beech wood used for the biodegradable handle is Sustainably certified, making a sustainable toothbrush alternative that is ideal fore reducing plastic and waste.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/05/georganics-kids-toothbrush-red-600x600.jpg,https://www.peacewiththewild.co.uk/product/georganics-childrens-beech-wood-toothbrush-red/
Milk Chocolate – 180g,Tony's Chocolonely,"['Food & Drink', 'Chocolate']","Tony’s Chocolonely Milk Chocolate 34%. A creamy, smooth and sweet chocolate bar. Not just a classic milk chocolate bar, but TC’s classic chocolate bar. It was the first bar they ever made, back in 2005. Giving it a screaming red wrapper to attract attention to our main mission – 100% slave-free chocolate.","['Plastic Free', 'Palm Oil Free']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/tonys-milk-choc-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/milk-chocolate-180g/
Glass Water Bottle – Super Sonic 550ml,Neon Kactus,"['On-The-Go', 'All Drinking Bottles', 'Glass Bottles']",Blue glass water bottle by Neon Kactus with BPA free silicone sleeve. Made from high quality thick borosilicate glass which has durable and heat resistant properties.,"['Plastic Free', 'Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/03/kactus-water-bottle-pastel-blue-600x600.jpg,https://www.peacewiththewild.co.uk/product/glass-water-bottle-twist-shout-blue/
Crown Natural Rubber Pacifier,Hevea,"['Mama & Baby', 'Pacifiers & Rattles']","This pure natural rubber pacifier by Hevea is perfect for new mamas seeking a healthy, plastic free alternative for their baby. This natural rubber pacifier has a round teat and crown shape cut outs. Being 100% natural, Hevea pacifiers are non-toxic and plastic free!","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/Crown-Pacifier-0-3-Round-6x1-primary-600x600.jpg,https://www.peacewiththewild.co.uk/product/hevea-crown-natural-rubber-pacifier/
Organic Hazelnuts,Peace With The Wild - Refill,"['Food & Drink', 'Nuts & Seeds', 'Nuts']","A zero waste pantry essential! Organic hazelnuts are simply delicious and perfect for a variety of dishes including pasta sauces, pastries, cakes and cookies. Ethically and sustainably grown in Turkey! Organic hazelnuts can also be used to make a zesty and herby basil and hazelnut pesto. Hazelnuts are suitable for vegans & vegetarians. Hazelnuts are available in 250g, 500g & 1kg. All our refill food is packaged in recyclable paper bags for sustainable living!","['Organic', 'Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/refill-food-hazel-600x600.jpeg,https://www.peacewiththewild.co.uk/product/organic-hazelnuts/
Floral Body Oil – 100ml,Our Tiny Bees,"['Skincare', 'Body Oil']","Skin loving and earth friendly, floral natural body oil by Our Tiny Bees! Made in Yorkshire, UK with only plant-based, vegan and natural ingredients that help lock in moisture and condition the skin, leaving it looking and feeling healthier. Our Tiny Bees floral body oil is made using a formulation of natural almond oil, oat oil and vitamin E. With a floral blend of essential oils such as Ylang Ylang, British lavender and lemon oils that smell divine!","['Vegan', 'Natural', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/05/our-tiny-bees-floral-body-oil-600x600.jpg,https://www.peacewiththewild.co.uk/product/our-tiny-bees-floral-body-oil-100ml/
Bay Leaves,Peace With The Wild - Refill,"['Food & Drink', 'Herbs & Spices']","Great for seasoning and delicious, bay leaves are a food pantry essential. Great for a vegan diet, bay leaves are a perfect for adding depth and warmth to a variety of dishes.  Bay leaves are a versatile ingredient that can be used in many savoury dishes such as aromatic stews, soups and curries. All our refill dried food is packaged in recyclable paper bags for sustainable living!","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/bay-leaves-600x600.jpeg,https://www.peacewiththewild.co.uk/product/bay-leaves/
Merry Go Round Eco Glitter – 8g,Eco Glitter Fun,"['Makeup', 'Glitter']","A colourful blend of biodegradable glitter containing aqua, silver, gold, purple, blue, green and pink. It can be applied to the face, body or even hair.","['Vegan', 'Biodegradable', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/biodegradable-glitter-merry-go-round-8g-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-glitter-merry-go-round-8g/
Organic Face Serum with Coffee Oil – Travel Size 10ml,UpCircle,"['Skincare', 'Facial Serums']","Discover radiant skin on the go with UpCircle’s Organic Face Serum with Coffee Oil in a convenient travel size! This potent serum is enriched with repurposed coffee oil, packed with antioxidants and essential fatty acids that nourish and rejuvenate your complexion. Perfect for all skin types, it targets fine lines, uneven skin tone, and dullness, leaving your skin looking vibrant and youthful. Its compact travel size ensures you never have to compromise on your skincare routine, even when you’re away from home. Elevate your skincare game with this eco-friendly, sustainable choice and experience the transformative power of coffee oil anytime, anywhere. Make UpCircle’s Organic Face Serum your travel essential for a glowing, revitalized complexion on every adventure!","['Vegan', 'Palm Oil Free', 'Natural', 'Recyclable', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/06/upcircle-face-serum-travel-600x594.jpg,https://www.peacewiththewild.co.uk/product/organic-face-serum-with-coffee-oil-travel-size/
Natural Clean Deodorant Balm – Lemon & Geranium 55g,The Natural Deodorant Co.,"['Skincare', 'Deodorants', 'Deodorant Glass Jars']","Lemon and geranium clean deodorant balm is bound to become your ‘go-to’ vegan and natural deodorant! Made in the UK, by The Natural Deodorant Co. A delightfully citrus and floral scent of lemon and geranium essential oils, whipped with luscious shea butter and coconut oil that nourishes, and blended with antibacterial magnesium oxide and sodium bicarbonate for all-day odour and wetness protection.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/01/the-natural-deodorant-clean-lemon-geranium-600x600.jpg,https://www.peacewiththewild.co.uk/product/the-natural-deodorant-co-natural-clean-deodorant-balm-lemon-geranium-55g/
Eco-friendly Greetings Card ‘Have A Whale Of A Time’ – A6,Stefanie Lau,"['For The Home', 'Stationery', 'Greeting Cards']","Lovely illustrated whale card, a perfect birthday, celebration and even send off card for both children and adults, especially great for whale and sea life lovers. An A6-size illustrated greetings card, originally hand painted in watercolour, then professionally printed on a matt, sustainably sourced card made from recycled paper. The card comes blank on the inside for you to write your own message, with brown ribbed Kraft envelope included. Designed and printed in England.","['Plastic Free', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/08/have-a-whale-of-a-time-gift-card-plastic-free-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-friendly-greetings-card-have-a-whale-of-a-time-a6/
Rich Hazelnut Nespresso Compatible Capsules,Little's Coffee,"['Food & Drink', 'Coffee']","Super high quality, Peruvian Arabica coffee capsules infused with the nutty taste of lightly toasted hazelnuts.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/09/hazelnut-littles-600x594.jpg,https://www.peacewiththewild.co.uk/product/rich-hazelnut-nespresso-compatible-capsules/
Cashew Nuts – Pieces,Peace With The Wild - Refill,"['Food & Drink', 'Nuts & Seeds', 'Nuts']","Healthy, nutritious and delicious! Cashew pieces are a pantry essential, great on their own while on-the-go. They are also perfect for sauces, curries and stir fries! Ethically and sustainably grown in Vietnam! Cashews can be used to make cashew cream and even used to make a vegan cheese sauce. Cashews are suitable for vegans & vegetarians. Cashews are available in 250g, 500g & 1kg. All our refill food is packaged in recyclable paper bags for sustainable living!","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/refill-food-cashew-p-600x600.jpeg,https://www.peacewiththewild.co.uk/product/cashew-nuts-pieces/
